asm_acc	year	geo	source	organism	phenotypes	genotypes	n_genes
GCA_000406825.1		NULL	null	Klebsiella pneumoniae VAKPC254	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA1;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;emrD;estX;fosA;oqxA;oqxB;sul3	17
GCA_000406845.1		NULL	null	Klebsiella pneumoniae VAKPC269	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;blaKPC;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	16
GCA_000406565.1		NULL	null	Klebsiella pneumoniae VAKPC280	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Resistant;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;blaKPC;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	16
GCA_000406585.1		NULL	null	Klebsiella pneumoniae VAKPC270	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;aph(3')-Ia;blaKPC;blaSHV;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	18
GCA_000406625.1		NULL	null	Klebsiella pneumoniae VAKPC276	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;aph(3')-Ia;blaKPC;blaSHV;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	18
GCA_000406545.1		NULL	null	Klebsiella pneumoniae VAKPC297	amikacin=Susceptible;aztreonam=Resistant;cefepime=Intermediate;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Intermediate;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA1;aadA2;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	22
GCA_000406645.1		NULL	null	Klebsiella pneumoniae VAKPC309	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;aph(3')-Ia;blaKPC;blaSHV;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	18
GCA_000406505.1		NULL	null	Klebsiella pneumoniae KP-11	amikacin=Susceptible;aztreonam=Resistant;cefepime=Intermediate;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Susceptible;colistin=Susceptible;doripenem=Susceptible;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Intermediate;levofloxacin=Susceptible;meropenem=Susceptible;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	blaKPC;blaSHV;emrD;fosA5;oqxA;oqxB5	6
GCA_000406485.1		NULL	null	Klebsiella pneumoniae 361_1301	amikacin=Resistant;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib;blaKPC;blaSHV;emrD;fosA;oqxA;oqxB	10
GCA_000406745.1		NULL	null	Klebsiella pneumoniae 440_1540	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib;aadA2;blaKPC;blaSHV;blaTEM;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	17
GCA_000406765.2		NULL	null	Klebsiella pneumoniae 500_1420	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Intermediate;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib';blaKPC;blaSHV;emrD;fosA;oqxA;oqxB	10
GCA_000406865.1		NULL	null	Klebsiella pneumoniae 540_1460	amikacin=Susceptible;aztreonam=Resistant;cefepime=Intermediate;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA2;aph(4)-Ia;blaKPC;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	20
GCA_000406885.1		NULL	null	Klebsiella pneumoniae 646_1568	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Intermediate;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib;blaKPC;blaSHV;emrD;fosA;oqxA;oqxB	10
GCA_000406405.1		NULL	null	Klebsiella pneumoniae UHKPC40	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA2;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;emrD;estX;fosA;oqxA;oqxB;sul3	17
GCA_000406385.1		USA	stool	Klebsiella pneumoniae KP-7	amikacin=Susceptible;aztreonam=Resistant;cefepime=Susceptible;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Susceptible;colistin=Susceptible;doripenem=Intermediate;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Intermediate;imipenem=Resistant;levofloxacin=Susceptible;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Susceptible	aadA5;ant(2'')-Ia;blaKPC;blaOXA;blaSHV;blaTEM;emrD;fosA5;oqxA;oqxB5;sul1	11
GCA_000409065.1		NULL	null	Klebsiella pneumoniae DMC0526	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_T136TDT;POINT:parC_S80I;aadA2;blaKPC;blaOXA;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	17
GCA_000409085.1		NULL	null	Klebsiella pneumoniae UHKPC48	amikacin=Susceptible;aztreonam=Resistant;cefepime=Intermediate;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA1;aadA2;aph(3')-Ia;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	23
GCA_000409105.1		NULL	null	Klebsiella pneumoniae UHKPC32	amikacin=Susceptible;aztreonam=Resistant;cefepime=Intermediate;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Intermediate;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA1;aadA2;aph(3')-Ia;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	23
GCA_000409125.1		NULL	null	Klebsiella pneumoniae UHKPC57	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Intermediate;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83F;POINT:ompK36_Q313Ter;POINT:parC_S80I;POINT:ramR_A19V;aac(3)-IIe;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaKPC;blaOXA;blaSHV;catB3;dfrA14;emrD;fosA;oqxA;oqxB;sul2;tet(A)	21
GCA_000408965.1	2008	USA	blood	Klebsiella pneumoniae UHKPC05	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;blaKPC;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	16
GCA_000408985.1		NULL	null	Klebsiella pneumoniae UHKPC 52	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Resistant;doripenem=Susceptible;doxycycline=Intermediate;ertapenem=Intermediate;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	15
GCA_000409005.1		NULL	null	Klebsiella pneumoniae UHKPC45	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Resistant;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Resistant;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aadA1;aadA2;aph(4)-Ia;blaKPC;blaOXA;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	22
GCA_000409025.1		NULL	null	Klebsiella pneumoniae VAKPC278	amikacin=Intermediate;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Susceptible;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;blaKPC;blaSHV;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	16
GCA_000409045.1		NULL	null	Klebsiella pneumoniae UHKPC29	amikacin=Susceptible;aztreonam=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftazidime=Resistant;ciprofloxacin=Resistant;colistin=Susceptible;doripenem=Resistant;doxycycline=Intermediate;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;minocycline=Intermediate;piperacillin-tazobactam=Resistant;polymyxin b=Susceptible;ticarcillin-clavulanic acid=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;blaKPC;blaSHV;emrD;fosA;oqxA;oqxB	11
GCA_000521985.1	2012	NULL	null	Klebsiella pneumoniae BIDMC 31	meropenem=Susceptible	blaSHV;emrD;fosA	3
GCA_000534075.1		USA	sputum	Klebsiella aerogenes UCI 48	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Susceptible;cefoxitin=Resistant;ceftazidime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;meropenem=Susceptible;nitrofurantoin=Susceptible;tigecycline=Susceptible	POINT:gyrA_S83T;ampC_Kaer;emrD;fosA;oqxB	5
GCA_000534095.1		USA	sputum	Klebsiella aerogenes UCI 47	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Intermediate;nitrofurantoin=Resistant;tigecycline=Susceptible	POINT:gyrA_S83I;ampC_Kaer;emrD;fosA;oqxB	5
GCA_000534115.1		USA	csf	Klebsiella aerogenes UCI 46	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Susceptible;cefoxitin=Resistant;ceftazidime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Intermediate;meropenem=Susceptible;nitrofurantoin=Susceptible;tigecycline=Susceptible	POINT:gyrA_S83T;ampC_Kaer;emrD;fosA;oqxB	5
GCA_000534135.1		USA	sputum	Klebsiella aerogenes UCI 45	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;meropenem=Susceptible;nitrofurantoin=Resistant;tigecycline=Susceptible	POINT:gyrA_S83T;emrD;fosA;oqxB	4
GCA_000534235.1		USA	drainage	Klebsiella aerogenes UCI 28	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;meropenem=Susceptible;nitrofurantoin=Susceptible;tigecycline=Susceptible	POINT:gyrA_S83T;ampC-Kaer;emrD;fosA;oqxB	5
GCA_000534255.1		USA	blood	Klebsiella aerogenes UCI 27	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;cephalothin=Intermediate;ciprofloxacin=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;meropenem=Resistant;nitrofurantoin=Resistant;tigecycline=Intermediate	POINT:gyrA_S83T;POINT:ramR_Q11TfsTer42;ampC-Kaer;emrD;fosA;oqxB	6
GCA_000534315.1		USA	blood	Klebsiella aerogenes UCI 16	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Susceptible;cefoxitin=Resistant;ceftazidime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;meropenem=Susceptible;nitrofurantoin=Intermediate;tigecycline=Susceptible	POINT:gyrA_S83T;ampC_Kaer;emrD;fosA;oqxB	5
GCA_000534335.1		USA	aspirate	Klebsiella aerogenes UCI 15	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Susceptible;cefoxitin=Resistant;ceftazidime=Resistant;cephalothin=Intermediate;ciprofloxacin=Susceptible;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;meropenem=Resistant;nitrofurantoin=Resistant;tigecycline=Intermediate	POINT:gyrA_S83T;aac(3)-IId;aadA5;ampC_Kaer;aph(3'')-Ib;aph(6)-Id;blaTEM;dfrA17;emrD;fosA;mph(A);mrx(A);oqxB;sul1;sul2;tet(A)	16
GCA_000566725.1		USA	urine	Klebsiella pneumoniae UCI 44	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Susceptible;ceftazidime=Resistant;cephalothin=Susceptible;ciprofloxacin=Resistant;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;meropenem=Susceptible;nitrofurantoin=Resistant;tigecycline=Susceptible	POINT:crrB_L94M;POINT:gyrA_D87Y;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aadA1;aph(3'')-Ib;aph(6)-Id;blaOXA;blaTEM;dfrA14;emrD;fosA;mph(A);mrx(A);sul2	16
GCA_000566745.1		USA	urine	Klebsiella pneumoniae UCI 43	amikacin=Susceptible;ampicillin=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Susceptible;ceftazidime=Resistant;cephalothin=Susceptible;ciprofloxacin=Resistant;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;meropenem=Susceptible;nitrofurantoin=Resistant;tigecycline=Susceptible	POINT:crrB_L94M;POINT:gyrA_D87Y;POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib';aadA1;aph(3'')-Ib;aph(6)-Id;blaOXA;blaSHV;blaTEM;dfrA14;emrD;fosA;mph(A);mrx(A);sul2	18
